context,target,generated_response,bleu-2,rouge-l
"Assistant: I have my first dog so I don't know much, he is 9 years old and came with our house. 
User: Actually, yes. She was old and had dementia.

User: The oldest dog I evet had was 15

Assistant: I'm so sorry, losing a pet is very hard on us. 
User: How did your dog come with the house?

Assistant: ","Was that your only pet? Or do you have others? We moved from FL to KY and the little dog just hung out here, he really belonged to the neighbor's son who didn't want him, so he just ran around wild and wouldn't leave. I never had a dog, but it got cold, so i took him in. They never asked about him and after a week, I asked them if I could have the dog, so they said yes. I don't think they cared.",I think I would have been happy to have a dog but I would have needed to get one first.,0.0021,0.175
"User: Actually, yes. She was old and had dementia.

User: The oldest dog I evet had was 15

Assistant: I'm so sorry, losing a pet is very hard on us. 
User: How did your dog come with the house?

Assistant: Was that your only pet? Or do you have others? We moved from FL to KY and the little dog just hung out here, he really belonged to the neighbor's son who didn't want him, so he just ran around wild and wouldn't leave. I never had a dog, but it got cold, so i took him in. They never asked about him and after a week, I asked them if I could have the dog, so they said yes. I don't think they cared.
Assistant: ","I wish I could give you a hug, really, there are no words to make this better as you already know the grief of losing a pet, it does get better, but it stings terribly at first.","I'm sorry, that sounds awful. I've been through a lot of loss. I know you'll be able to find a new dog. I hope you can get a dog that you'll love.",0.0258,0.2034
"Assistant: Was that your only pet? Or do you have others? We moved from FL to KY and the little dog just hung out here, he really belonged to the neighbor's son who didn't want him, so he just ran around wild and wouldn't leave. I never had a dog, but it got cold, so i took him in. They never asked about him and after a week, I asked them if I could have the dog, so they said yes. I don't think they cared.
Assistant: I wish I could give you a hug, really, there are no words to make this better as you already know the grief of losing a pet, it does get better, but it stings terribly at first.
User: I have 2 other dogs that are mine and my boyfriend has 2

User: Thank you. that means a lot

User: We both had dogs when we met.

Assistant: ","So you definitely are a dog lover! I was in my 50s before I ever had a dog, now I wish I had more, they are really loving. Not like cats who don't care much about much except FOOD! lol","I had one and i never lost it, but i still have a lot of pain. I know its not what you were expecting, but I hope I could help some.",0.0649,0.1017
"Assistant: I wish I could give you a hug, really, there are no words to make this better as you already know the grief of losing a pet, it does get better, but it stings terribly at first.
User: I have 2 other dogs that are mine and my boyfriend has 2

User: Thank you. that means a lot

User: We both had dogs when we met.

Assistant: So you definitely are a dog lover! I was in my 50s before I ever had a dog, now I wish I had more, they are really loving. Not like cats who don't care much about much except FOOD! lol
Assistant: ","I know when tragedy happens, I can't get stuck in depression, I sort of have to force myself to put one foot in front of the other. It's hard to have a healthy balance between grieving and continuing to live. Cry, then dry my eyes, pick up, go for a walk, don't get caught in grief, but yet don't deny it! ","I am so so sorry. I will pray for you, and wish you the best.",0.0023,0.129
"User: Thank you. that means a lot

User: We both had dogs when we met.

Assistant: So you definitely are a dog lover! I was in my 50s before I ever had a dog, now I wish I had more, they are really loving. Not like cats who don't care much about much except FOOD! lol
Assistant: I know when tragedy happens, I can't get stuck in depression, I sort of have to force myself to put one foot in front of the other. It's hard to have a healthy balance between grieving and continuing to live. Cry, then dry my eyes, pick up, go for a walk, don't get caught in grief, but yet don't deny it! 
User: They get to be so close and you can really pick up on their emotions and stuff. That's what happens to me. I get stuck sometimes

Assistant: ","I get stuck too. But you are doing the right things, here you reached out to someone and I do care, so you are moving forward.","You can definitely pick up on their emotions. I've had my dogs for over 10 years, they are so smart and loving. I've always wondered how they know what I'm feeling. It's like they can see my feelings!",0.0146,0.0727
"User: We both had dogs when we met.

Assistant: So you definitely are a dog lover! I was in my 50s before I ever had a dog, now I wish I had more, they are really loving. Not like cats who don't care much about much except FOOD! lol
Assistant: I know when tragedy happens, I can't get stuck in depression, I sort of have to force myself to put one foot in front of the other. It's hard to have a healthy balance between grieving and continuing to live. Cry, then dry my eyes, pick up, go for a walk, don't get caught in grief, but yet don't deny it! 
User: They get to be so close and you can really pick up on their emotions and stuff. That's what happens to me. I get stuck sometimes

Assistant: I get stuck too. But you are doing the right things, here you reached out to someone and I do care, so you are moving forward.
Assistant: ",I always find it helpful just so have someone share my pain with me. Just to know I'm  not alone.,"I have been through a few deaths, I am not a professional, but I know that grief can be really powerful, but we can do our best to not get stuck in it.",0.0218,0.1702
"User: They get to be so close and you can really pick up on their emotions and stuff. That's what happens to me. I get stuck sometimes

Assistant: I get stuck too. But you are doing the right things, here you reached out to someone and I do care, so you are moving forward.
Assistant: I always find it helpful just so have someone share my pain with me. Just to know I'm  not alone.
User: Thanks. Another person who has pets helps

User: They understand

Assistant: ","I do understand. My mom died in 2010, right after she died, 1 of my cats died, my husband went into the hospital and almost died, so we went on vacation so I would not be consumed with grief, and do you know, we brought our pets and our cat died when we arrived here on vacation?  I will never forget that. You know what. I knew I could either get consumed in grief, or push through. Man, that was hard. I prayed a lot and God got me through that and I had a good vacation, all things considered.",I am glad you are in touch with your pets and that you understand how they are feeling.,0.0016,0.1591
"Assistant: I get stuck too. But you are doing the right things, here you reached out to someone and I do care, so you are moving forward.
Assistant: I always find it helpful just so have someone share my pain with me. Just to know I'm  not alone.
User: Thanks. Another person who has pets helps

User: They understand

Assistant: I do understand. My mom died in 2010, right after she died, 1 of my cats died, my husband went into the hospital and almost died, so we went on vacation so I would not be consumed with grief, and do you know, we brought our pets and our cat died when we arrived here on vacation?  I will never forget that. You know what. I knew I could either get consumed in grief, or push through. Man, that was hard. I prayed a lot and God got me through that and I had a good vacation, all things considered.
Assistant: ",I will definitely pray for you too that God will comfort your heart and that you will be comforted by your other dogs and your boyfriend's dogs and that you will feel joy at times at the happy memories you had with your dog. ,"I know you can get through this, I think you will too.",0.0121,0.15
"User: Thanks. Another person who has pets helps

User: They understand

Assistant: I do understand. My mom died in 2010, right after she died, 1 of my cats died, my husband went into the hospital and almost died, so we went on vacation so I would not be consumed with grief, and do you know, we brought our pets and our cat died when we arrived here on vacation?  I will never forget that. You know what. I knew I could either get consumed in grief, or push through. Man, that was hard. I prayed a lot and God got me through that and I had a good vacation, all things considered.
Assistant: I will definitely pray for you too that God will comfort your heart and that you will be comforted by your other dogs and your boyfriend's dogs and that you will feel joy at times at the happy memories you had with your dog. 
User: Oh wow, that sounds horrible. Pushing through though I guess is all one can do then. Thank you so much. I believe in prayer.

Assistant: ","Prayer is what gets me through every day!  :D  It was rough, but I believe these hard times strengthen us in some way. Because life throws hard balls, and we have to move forward or be consumed. ","I know how hard it is, but I can tell you from personal experience, it gets easier. You will feel so much better in time.",0.0565,0.1
"Assistant: I do understand. My mom died in 2010, right after she died, 1 of my cats died, my husband went into the hospital and almost died, so we went on vacation so I would not be consumed with grief, and do you know, we brought our pets and our cat died when we arrived here on vacation?  I will never forget that. You know what. I knew I could either get consumed in grief, or push through. Man, that was hard. I prayed a lot and God got me through that and I had a good vacation, all things considered.
Assistant: I will definitely pray for you too that God will comfort your heart and that you will be comforted by your other dogs and your boyfriend's dogs and that you will feel joy at times at the happy memories you had with your dog. 
User: Oh wow, that sounds horrible. Pushing through though I guess is all one can do then. Thank you so much. I believe in prayer.

Assistant: Prayer is what gets me through every day!  :D  It was rough, but I believe these hard times strengthen us in some way. Because life throws hard balls, and we have to move forward or be consumed. 
User: That's true. I'm glad I did this project. You really helped me.

Assistant: ","I'm so glad I did too. It was a pleasure to meet you. And once again, (hug). :D",I'm glad I could help!,0.0288,0.2609
"User: Oh wow, that sounds horrible. Pushing through though I guess is all one can do then. Thank you so much. I believe in prayer.

Assistant: Prayer is what gets me through every day!  :D  It was rough, but I believe these hard times strengthen us in some way. Because life throws hard balls, and we have to move forward or be consumed. 
User: That's true. I'm glad I did this project. You really helped me.

Assistant: I'm so glad I did too. It was a pleasure to meet you. And once again, (hug). :D
User: You too. Thanks so much. bye

Assistant: ","I have one more thing to say - wise words from this 92 year old lady at church named Sue. She told me this after my brother died. When you get older, everyone you know is practically dead.  She said ""Life is for the living, if you get caught up to much in all the death, you won't life.""  True words. God bless, have a good night.  ",bye,0,0.0
Assistant: ,"Hello! I am here to listen! How are you feeling?
","Hello there, how are you doing?",0.1326,0.25
"Assistant: Hello! I am here to listen! How are you feeling?

Assistant: ","Hello! I am here to listen! How are you feeling?
",Hello! I am here to listen! How are you feeling?,1.0,1.0
"Assistant: Hello! I am here to listen! How are you feeling?

Assistant: Hello! I am here to listen! How are you feeling?

Assistant: ",*you,Hello! I am here to listen! How are you feeling?,0,0.0
"Assistant: Hello! I am here to listen! How are you feeling?

Assistant: Hello! I am here to listen! How are you feeling?

Assistant: *you
User: I'm very stressed.  Virtual school is so hard.

User: I've never gotten bad grades before this year.
Assistant: ","So you are having trouble with Virtual school being so hard and it's causing you stress, am I understanding correctly?","I can understand how stressed you are. Virtual school is so difficult. 
",0.0999,0.3125
"Assistant: *you
User: I'm very stressed.  Virtual school is so hard.

User: I've never gotten bad grades before this year.
Assistant: So you are having trouble with Virtual school being so hard and it's causing you stress, am I understanding correctly?
User: Yes, that is correct.  I need to be in a classroom to really grasp the material, I think.
Assistant: ",I remember being in your position,"I understand, I think a lot of people are in that situation right now. Have you tried to talk to your teacher about it?",0.0233,0.2143
"User: I'm very stressed.  Virtual school is so hard.

User: I've never gotten bad grades before this year.
Assistant: So you are having trouble with Virtual school being so hard and it's causing you stress, am I understanding correctly?
User: Yes, that is correct.  I need to be in a classroom to really grasp the material, I think.
Assistant: I remember being in your position
Assistant: ",I know it's very hard and I am so sorry that you are stressed.,I am sorry to hear that.,0.0834,0.4211
"Assistant: So you are having trouble with Virtual school being so hard and it's causing you stress, am I understanding correctly?
User: Yes, that is correct.  I need to be in a classroom to really grasp the material, I think.
Assistant: I remember being in your position
Assistant: I know it's very hard and I am so sorry that you are stressed.
User: I just want to quit school because I can't seem to do better.
Assistant: ","I know you said you want to quit, but hang in there! ",I understand it's very difficult to leave school but I think you can do it.,0.0436,0.24
"Assistant: I remember being in your position
Assistant: I know it's very hard and I am so sorry that you are stressed.
User: I just want to quit school because I can't seem to do better.
Assistant: I know you said you want to quit, but hang in there! 
User: I wish I knew how long we would have to be virtual.  I don't think I can last another semester teaching myself from home.
Assistant: ","It sounds like you have always done well with school, this virus has made it to where so many people are struggling. Just chatting with you, I can feel how stressed and anxious about it you are!",You should do it. I can understand why you would feel that way.,0.0253,0.1702
"User: I just want to quit school because I can't seem to do better.
Assistant: I know you said you want to quit, but hang in there! 
User: I wish I knew how long we would have to be virtual.  I don't think I can last another semester teaching myself from home.
Assistant: It sounds like you have always done well with school, this virus has made it to where so many people are struggling. Just chatting with you, I can feel how stressed and anxious about it you are!
User: Yes, I was always an honors student so this is a huge change for me.   I'm afraid it will reflect on my GPA forever.
Assistant: ",I know that the situation with virtual learning is out of your control when it comes to how long it will last but is there anything you could do to relieve your stress while you are trying to learn things yourself?,"I completely understand. I also went through the same thing. I know its hard to believe, but you are not alone. ",0.0704,0.2545
"User: I wish I knew how long we would have to be virtual.  I don't think I can last another semester teaching myself from home.
Assistant: It sounds like you have always done well with school, this virus has made it to where so many people are struggling. Just chatting with you, I can feel how stressed and anxious about it you are!
User: Yes, I was always an honors student so this is a huge change for me.   I'm afraid it will reflect on my GPA forever.
Assistant: I know that the situation with virtual learning is out of your control when it comes to how long it will last but is there anything you could do to relieve your stress while you are trying to learn things yourself?
User: I tried exercise to see if that would help.  It hasn't really helped because the time I spend exercising I just think I could be studying.
Assistant: ",When you start feeling stressed maybe you could try deep breathing for a few minutes to relax again. Or take a quick break and get some fresh air?,I am glad you are looking to relieve your stress. I am sure you are thinking of all sorts of things you can do. I think you are on the right track.,0.0174,0.0816
"Assistant: It sounds like you have always done well with school, this virus has made it to where so many people are struggling. Just chatting with you, I can feel how stressed and anxious about it you are!
User: Yes, I was always an honors student so this is a huge change for me.   I'm afraid it will reflect on my GPA forever.
Assistant: I know that the situation with virtual learning is out of your control when it comes to how long it will last but is there anything you could do to relieve your stress while you are trying to learn things yourself?
User: I tried exercise to see if that would help.  It hasn't really helped because the time I spend exercising I just think I could be studying.
Assistant: When you start feeling stressed maybe you could try deep breathing for a few minutes to relax again. Or take a quick break and get some fresh air?
Assistant: ",Is there anything else that you do in any other situation that would normally help you relax?,"I know it is hard to feel like it has to be done this way but if you can at least give yourself a break and take some time to relax, that could help you.",0.0159,0.1304
"User: I tried exercise to see if that would help.  It hasn't really helped because the time I spend exercising I just think I could be studying.
Assistant: When you start feeling stressed maybe you could try deep breathing for a few minutes to relax again. Or take a quick break and get some fresh air?
Assistant: Is there anything else that you do in any other situation that would normally help you relax?
User: I could try deep breathing. Fresh air is hard because we're in the middle of a snow storm!
User: I like to go to a spa when I'm really stressed.

Assistant: ","Oh wow that would make things complicated! But yes the deep breathing would definitely help, I'm sure!","I see. I know you are stressed out, but it's important to relax and de-stress.",0,0.0
"Assistant: Is there anything else that you do in any other situation that would normally help you relax?
User: I could try deep breathing. Fresh air is hard because we're in the middle of a snow storm!
User: I like to go to a spa when I'm really stressed.

Assistant: Oh wow that would make things complicated! But yes the deep breathing would definitely help, I'm sure!
User: I will try the deep breathing more often.  
Assistant: ","Maybe you could reward yourself with a spa trip ever so often, since you enjoy it? ",Yes it sounds like you are really trying to find some ways to relax.,0.0203,0.0714
"User: I like to go to a spa when I'm really stressed.

Assistant: Oh wow that would make things complicated! But yes the deep breathing would definitely help, I'm sure!
User: I will try the deep breathing more often.  
Assistant: Maybe you could reward yourself with a spa trip ever so often, since you enjoy it? 
User: That's a good idea.  Maybe I could make it a reward for a good grade on a test.
Assistant: ","Yes, please do! I am almost certain that could help you!
","That sounds like a great idea, I think you're on the right track! ",0.0253,0.0833
"User: I will try the deep breathing more often.  
Assistant: Maybe you could reward yourself with a spa trip ever so often, since you enjoy it? 
User: That's a good idea.  Maybe I could make it a reward for a good grade on a test.
Assistant: Yes, please do! I am almost certain that could help you!

User: I think it might too!
Assistant: ","Yes, please do! I am almost certain that could help you!
","I wish you all the best in your studies and hope that you find relief from your depression!
",0.0256,0.1481
"User: Hi
Assistant: ",Hello! How are you doing today?,"Hello, how are you today?
",0.3171,0.5455
"User: Hi
Assistant: Hello! How are you doing today?
User: I'm doing better now that I have someone to chat with!
User: I've been feeling down and anxious about getting older lately because I've lost may parents and I'm worried about losing my aunts.

Assistant: ","I understand, you feel like your losing everyone close to you and wondering about your own mortality now as well?",I'm so sorry to hear that. I can definitely understand why that would make you feel anxious.,0.1016,0.2353
"Assistant: Hello! How are you doing today?
User: I'm doing better now that I have someone to chat with!
User: I've been feeling down and anxious about getting older lately because I've lost may parents and I'm worried about losing my aunts.

Assistant: I understand, you feel like your losing everyone close to you and wondering about your own mortality now as well?
User: Exactly, I worry about losing my aunts because they are in their 70s and 80s. I worry about my own mortality as well.

Assistant: ",Have you told your aunts how much you love them? It may comfort you to know that you've shared exactly how you feel with them while they are here. ,I can understand that. I also worry about that as well. But I am trying to get my life together. I am 29 and have lost my parents too.,0.0157,0.0816
"User: I've been feeling down and anxious about getting older lately because I've lost may parents and I'm worried about losing my aunts.

Assistant: I understand, you feel like your losing everyone close to you and wondering about your own mortality now as well?
User: Exactly, I worry about losing my aunts because they are in their 70s and 80s. I worry about my own mortality as well.

Assistant: Have you told your aunts how much you love them? It may comfort you to know that you've shared exactly how you feel with them while they are here. 
User: I tell them every time I talk to them and try to spend as much time with them as I can. 
Assistant: ",I try to let everyone know I love them too just because we never know when we aren't going to be here anymore. I definitely understand where you are coming from. ,It's great to hear that you are spending as much time with them as you can. ,0.0506,0.2381
"Assistant: I understand, you feel like your losing everyone close to you and wondering about your own mortality now as well?
User: Exactly, I worry about losing my aunts because they are in their 70s and 80s. I worry about my own mortality as well.

Assistant: Have you told your aunts how much you love them? It may comfort you to know that you've shared exactly how you feel with them while they are here. 
User: I tell them every time I talk to them and try to spend as much time with them as I can. 
Assistant: I try to let everyone know I love them too just because we never know when we aren't going to be here anymore. I definitely understand where you are coming from. 
Assistant: ",Have you tried looking at any YouTube videos about life and mortality? ,"I have recently gone through a hard loss and I can tell you that it's hard, but I also know it can be beautiful. ",0.019,0.0588
"User: I tell them every time I talk to them and try to spend as much time with them as I can. 
Assistant: I try to let everyone know I love them too just because we never know when we aren't going to be here anymore. I definitely understand where you are coming from. 
Assistant: Have you tried looking at any YouTube videos about life and mortality? 
User: I agree! We never know 
User: I haven't but I will check some out. I love You Tube but never thought to look there.

Assistant: ",I personally have found some comfort in hearing other people struggle with their own mortality or their beliefs in an after life or different things. Maybe that could be something you could try looking into.,"Yeah I do too, they are so informative and helpful. I am sure you will find something helpful in them.",0.0153,0.1224
"Assistant: Have you tried looking at any YouTube videos about life and mortality? 
User: I agree! We never know 
User: I haven't but I will check some out. I love You Tube but never thought to look there.

Assistant: I personally have found some comfort in hearing other people struggle with their own mortality or their beliefs in an after life or different things. Maybe that could be something you could try looking into.
User: I will definitely try that. It makes me feel better to know that you have found some comfort in hearing other people's struggles with their mortality or beliefs.
Assistant: ",It sounds to me like you've felt alone in your struggles and you are not alone! Yes I have and I've heard from many others who have as well.,It is nice to be able to connect with other people who are going through the same thing.,0.0196,0.1364
"User: I agree! We never know 
User: I haven't but I will check some out. I love You Tube but never thought to look there.

Assistant: I personally have found some comfort in hearing other people struggle with their own mortality or their beliefs in an after life or different things. Maybe that could be something you could try looking into.
User: I will definitely try that. It makes me feel better to know that you have found some comfort in hearing other people's struggles with their mortality or beliefs.
Assistant: It sounds to me like you've felt alone in your struggles and you are not alone! Yes I have and I've heard from many others who have as well.
Assistant: ",That and there are some great books out there also!,Is there anything else I can help you with?,0.0333,0.1111
"Assistant: I personally have found some comfort in hearing other people struggle with their own mortality or their beliefs in an after life or different things. Maybe that could be something you could try looking into.
User: I will definitely try that. It makes me feel better to know that you have found some comfort in hearing other people's struggles with their mortality or beliefs.
Assistant: It sounds to me like you've felt alone in your struggles and you are not alone! Yes I have and I've heard from many others who have as well.
Assistant: That and there are some great books out there also!
User: I have felt alone in my struggles. It's good to know that I'm not alone! 


Assistant: ","I'm so happy I could be here for you! It's not fun to feel alone, if we can all lean on each other in times of need the world will be a better place.",Thank you for sharing your feelings with me today. I am glad I could help you.,0.0363,0.1277
"Assistant: That and there are some great books out there also!
User: I have felt alone in my struggles. It's good to know that I'm not alone! 


Assistant: I'm so happy I could be here for you! It's not fun to feel alone, if we can all lean on each other in times of need the world will be a better place.
User: do you have a favorite video or book, or one that you found most helpful?

User: I appreciate you being here for me. You have given me some great ideas, listened to me, and have made me feel better. I feel calm and relaxed now. Thank you so much!

Assistant: ",I've personally enjoyed looking into all the different types of religions and spiritual beliefs from around the world. It's nice hearing about different beliefs on life and death.,"I love watching Blackpink, and I'm a huge fan of Harry potter. I've been on a Harry potter and the deathly hallows lately and it's been amazing. I'm glad I could help!",0.0246,0.1667
"Assistant: I'm so happy I could be here for you! It's not fun to feel alone, if we can all lean on each other in times of need the world will be a better place.
User: do you have a favorite video or book, or one that you found most helpful?

User: I appreciate you being here for me. You have given me some great ideas, listened to me, and have made me feel better. I feel calm and relaxed now. Thank you so much!

Assistant: I've personally enjoyed looking into all the different types of religions and spiritual beliefs from around the world. It's nice hearing about different beliefs on life and death.
User: I agree, the world would be a much better place if we could all lean on each other in times of need!




Assistant: ",You are very welcome! Again I am happy to help and would love to chat any time you are feeling anxious about anything at all!,I'm glad I could be of help! I hope you feel a little more relaxed now and are ready to try to tackle your future!,0.0316,0.1304
"User: do you have a favorite video or book, or one that you found most helpful?

User: I appreciate you being here for me. You have given me some great ideas, listened to me, and have made me feel better. I feel calm and relaxed now. Thank you so much!

Assistant: I've personally enjoyed looking into all the different types of religions and spiritual beliefs from around the world. It's nice hearing about different beliefs on life and death.
User: I agree, the world would be a much better place if we could all lean on each other in times of need!




Assistant: You are very welcome! Again I am happy to help and would love to chat any time you are feeling anxious about anything at all!
Assistant: ",I am always here for you!,Do you want to talk about anything else?,0,0.0
"User: I agree, the world would be a much better place if we could all lean on each other in times of need!




Assistant: You are very welcome! Again I am happy to help and would love to chat any time you are feeling anxious about anything at all!
Assistant: I am always here for you!
User: Thank you so much! You have helped me more than you know!

User: So nice to have such a supportive friend to talk to!

Assistant: ",You are very welcome! I hope you have a great rest of your day and please don't hesitate to message if you want to chat again!,You are very welcome!,0.0041,0.2857
"Assistant: I am always here for you!
User: Thank you so much! You have helped me more than you know!

User: So nice to have such a supportive friend to talk to!

Assistant: You are very welcome! I hope you have a great rest of your day and please don't hesitate to message if you want to chat again!
User: I hope you have a great rest of your day as well! If you ever need someone to talk to feel free to message me!

Assistant: ",Thank you I will! Take care!,Of course!,0,0.0
Assistant: ,"Hi, How are you?","Hi, how are you today?
",0.1,0.4444
"Assistant: Hi, How are you?
User: i'm kind of tired, you?

Assistant: ",I'm okay. What is making you feel tired?,"I am fine, what's going on?",0,0.0
"Assistant: Hi, How are you?
User: i'm kind of tired, you?

Assistant: I'm okay. What is making you feel tired?
User: This job I work in because its hard getting a better one


Assistant: ",So you are looking for a better job?,That's a great job! What kind of job is that?,0.0333,0.1111
"User: i'm kind of tired, you?

Assistant: I'm okay. What is making you feel tired?
User: This job I work in because its hard getting a better one


Assistant: So you are looking for a better job?
User: I tried but no one ever calls but or pays too little for the amount of work expected 

Assistant: ","Yes, I have observed that about the job market too.",I can understand that. I also have had a hard time finding a job that I like.,0.0383,0.3478
"User: This job I work in because its hard getting a better one


Assistant: So you are looking for a better job?
User: I tried but no one ever calls but or pays too little for the amount of work expected 

Assistant: Yes, I have observed that about the job market too.
User: yea, and almost done with school but depression kept me from pulling myself out of bed to get an internship so I messed up
Assistant: ",You are feeling down about that situation.,Do you work from home?,0,0.0
"Assistant: So you are looking for a better job?
User: I tried but no one ever calls but or pays too little for the amount of work expected 

Assistant: Yes, I have observed that about the job market too.
User: yea, and almost done with school but depression kept me from pulling myself out of bed to get an internship so I messed up
Assistant: You are feeling down about that situation.
Assistant: ",Have you gotten advice from the school about what to do?,Do you have any job offers?,0.0251,0.1176
"Assistant: Yes, I have observed that about the job market too.
User: yea, and almost done with school but depression kept me from pulling myself out of bed to get an internship so I messed up
Assistant: You are feeling down about that situation.
Assistant: Have you gotten advice from the school about what to do?
User: yea but I feel like a failure because I see people younger than me there also and demotivates me further

Assistant: ",Everyone progresses at their own rate.,I understand. You feel as though you are not as qualified as the others.,0,0.0
"User: yea, and almost done with school but depression kept me from pulling myself out of bed to get an internship so I messed up
Assistant: You are feeling down about that situation.
Assistant: Have you gotten advice from the school about what to do?
User: yea but I feel like a failure because I see people younger than me there also and demotivates me further

Assistant: Everyone progresses at their own rate.
Assistant: ",It sounds like your mood has been a challenge for you to complete school.,I know it is difficult when you see other people being successful.,0.0233,0.0769
"Assistant: You are feeling down about that situation.
Assistant: Have you gotten advice from the school about what to do?
User: yea but I feel like a failure because I see people younger than me there also and demotivates me further

Assistant: Everyone progresses at their own rate.
Assistant: It sounds like your mood has been a challenge for you to complete school.
Assistant: ","Not everyone has to go through that, so try to be understanding of yourself.",How are you feeling today?,0,0.0
"User: yea but I feel like a failure because I see people younger than me there also and demotivates me further

Assistant: Everyone progresses at their own rate.
Assistant: It sounds like your mood has been a challenge for you to complete school.
Assistant: Not everyone has to go through that, so try to be understanding of yourself.
User: thanks, I wouldn't be so hard on myself if I had more support from my parents also
Assistant: ",Do they know that you are struggling?,"I have had parents who have been supportive and helpful, even if they don't always know what you need. ",0.0296,0.2308
"Assistant: It sounds like your mood has been a challenge for you to complete school.
Assistant: Not everyone has to go through that, so try to be understanding of yourself.
User: thanks, I wouldn't be so hard on myself if I had more support from my parents also
Assistant: Do they know that you are struggling?
User: yea but they don't really care because they are more focused on fighting with each other and working

Assistant: ",It sounds like they have a lot of their own problems.,"That is understandable, I have had parents like that in the past.",0.0389,0.087
"Assistant: Not everyone has to go through that, so try to be understanding of yourself.
User: thanks, I wouldn't be so hard on myself if I had more support from my parents also
Assistant: Do they know that you are struggling?
User: yea but they don't really care because they are more focused on fighting with each other and working

Assistant: It sounds like they have a lot of their own problems.
Assistant: ",Is there someone else you could talk to?,I have had a similar situation where my parents were fighting and it was hard to get through.,0,0.0
"Assistant: Do they know that you are struggling?
User: yea but they don't really care because they are more focused on fighting with each other and working

Assistant: It sounds like they have a lot of their own problems.
Assistant: Is there someone else you could talk to?
User: I have a friend who i talk to but I feel bad imposing so much

Assistant: ",Do you listen to his or her problems too? ,It sounds like you are trying to be a good friend. It's okay to feel bad about that.,0.0256,0.1538
"User: yea but they don't really care because they are more focused on fighting with each other and working

Assistant: It sounds like they have a lot of their own problems.
Assistant: Is there someone else you could talk to?
User: I have a friend who i talk to but I feel bad imposing so much

Assistant: Do you listen to his or her problems too? 
Assistant: ",You could check in with your friend to see how they are feeling about your communication.,"I know you don't want to be a burden, but you still need to be there for each other.",0.0171,0.0645
"Assistant: Is there someone else you could talk to?
User: I have a friend who i talk to but I feel bad imposing so much

Assistant: Do you listen to his or her problems too? 
Assistant: You could check in with your friend to see how they are feeling about your communication.
User: yea I do, they also had their own issues so they understand me sometimes but it does help to vent sometimes

Assistant: ","When people feel they are burdening their friends, it sometimes means they should find a counsellor to talk to.",I've been in your situation too. I had a friend who was in a really bad place and I vented to her about it. It was very helpful for both of us.,0.0142,0.0889
"User: I have a friend who i talk to but I feel bad imposing so much

Assistant: Do you listen to his or her problems too? 
Assistant: You could check in with your friend to see how they are feeling about your communication.
User: yea I do, they also had their own issues so they understand me sometimes but it does help to vent sometimes

Assistant: When people feel they are burdening their friends, it sometimes means they should find a counsellor to talk to.
Assistant: ","Venting is important, it's true.",Is there any other way you could be supportive to your friend?,0,0.0
"Assistant: You could check in with your friend to see how they are feeling about your communication.
User: yea I do, they also had their own issues so they understand me sometimes but it does help to vent sometimes

Assistant: When people feel they are burdening their friends, it sometimes means they should find a counsellor to talk to.
Assistant: Venting is important, it's true.
User: yea I did that and it helped me cope a lot better since I don't hurt myself anymore at least

Assistant: ",That's really positive.,I am glad that you are feeling better.,0,0.0
"Assistant: When people feel they are burdening their friends, it sometimes means they should find a counsellor to talk to.
Assistant: Venting is important, it's true.
User: yea I did that and it helped me cope a lot better since I don't hurt myself anymore at least

Assistant: That's really positive.
User: yea! also thank you very much for letting me vent it does help a lot

Assistant: ",You're welcome. ,You're welcome!,0.2236,0.4
"Assistant: Venting is important, it's true.
User: yea I did that and it helped me cope a lot better since I don't hurt myself anymore at least

Assistant: That's really positive.
User: yea! also thank you very much for letting me vent it does help a lot

Assistant: You're welcome. 
Assistant: ",I know what it's like to not know the future and to be depressed.,Is there anything else you'd like to talk about?,0.0956,0.1905
"Assistant: That's really positive.
User: yea! also thank you very much for letting me vent it does help a lot

Assistant: You're welcome. 
Assistant: I know what it's like to not know the future and to be depressed.
User: Thank you very much for listening and hope you have a good day! 

Assistant: ",You too!,I hope you're able to get through this!,0,0.0
"User: Hello
User: Are you able to see my situation I typed?

User: Is there someone there?

Assistant: ","Sorry I'm here, please tell me you problems",hello!,0,0.0
"User: Hello
User: Are you able to see my situation I typed?

User: Is there someone there?

Assistant: Sorry I'm here, please tell me you problems
User: Just having problems with some friends. I feel like I am being left out. 

Assistant: ",Why do you think that way?,"I'm sorry to hear that, when did you start feeling this way?",0.0389,0.2222
"User: Is there someone there?

Assistant: Sorry I'm here, please tell me you problems
User: Just having problems with some friends. I feel like I am being left out. 

Assistant: Why do you think that way?
User: They leave me out of planned outings from time to time. They also do not seem to care if I come or go when I am invited

Assistant: ",Have you asked your friends regarding this?,I can understand how you feel. ,0.0489,0.1429
"User: Just having problems with some friends. I feel like I am being left out. 

Assistant: Why do you think that way?
User: They leave me out of planned outings from time to time. They also do not seem to care if I come or go when I am invited

Assistant: Have you asked your friends regarding this?
User: I have not

Assistant: ","Okay, maybe you should ask your friends, let them know how you feel and see what they say about it",It is important to discuss this with your friends.,0.011,0.0714
