context,target,generated_response,bleu-2,rouge-l,target_strategy,pred_strategy,strategy_match
"Assistant: Use the time you have now to invest in yourself. When you're the best version of yourself, the right person will come to you natually 
User: Can I invest my time in anyone from outside my neighborhood?

Assistant: No, there is no reason trying to win that guy back, Even if he comes back after you get successful, he's after your status, not you yourself.
Assistant: Of course, however, the best person will come in your life when you're not looking
User: That sounds like good advice.

Assistant: ","As I said, good things will eventually come to you", I'm so glad you feel that way. What's the last thing you would like to do in your life?,0.0242,0.0714,[Others],[Question],0
"Assistant: No, there is no reason trying to win that guy back, Even if he comes back after you get successful, he's after your status, not you yourself.
Assistant: Of course, however, the best person will come in your life when you're not looking
User: That sounds like good advice.

Assistant: As I said, good things will eventually come to you 
User: Thanks so much.  That is reassuring.  I'm starting to feel better.

Assistant: ","If you feel lonely, talk to your friends and share your feelings with them"," You're welcome, I hope I could help you",0.02,0.1,[Others],[Others],1
"User: That sounds like good advice.

Assistant: As I said, good things will eventually come to you 
User: Thanks so much.  That is reassuring.  I'm starting to feel better.

Assistant: If you feel lonely, talk to your friends and share your feelings with them
User: That sounds like it will be helpful.
Assistant: ",I hope you feel better, I hope you feel better soon,0.8165,0.9091,[Affirmation and Reassurance],[Others],0
"User: Thanks so much.  That is reassuring.  I'm starting to feel better.

Assistant: If you feel lonely, talk to your friends and share your feelings with them
User: That sounds like it will be helpful.
Assistant: I hope you feel better
User: I am feeling so much better.  Thanks!
Assistant: ",I'm glad I could be a bit help for you, I am glad to hear that.,0.0419,0.125,[Affirmation and Reassurance],[Others],0
Assistant: ,Hello what's going on?," Hello, how are you today?",0,0.0,[Question],[Question],1
"Assistant: Hello what's going on?

User: Hello.

Assistant: ",Hey :), Is there anything you would like to talk about?,0,0.0,[Others],[Question],0
"Assistant: Hello what's going on?

User: Hello.

Assistant: Hey :)

User: I just found out that I will be losing my job. I have no clue what to do. 

Assistant: ",I was in a similar situation a short while back I can understand if you feel anxious and stressed., That's horrible I'm sorry to hear that.,0,0.0,[Self-disclosure],[Affirmation and Reassurance],0
"Assistant: Hello what's going on?

User: Hello.

Assistant: Hey :)

User: I just found out that I will be losing my job. I have no clue what to do. 

Assistant: I was in a similar situation a short while back I can understand if you feel anxious and stressed.
Assistant: ",Was it due to the pandemic?, Do you have any idea of what's going on?,0,0.0,[Question],[Question],1
"Assistant: Hey :)

User: I just found out that I will be losing my job. I have no clue what to do. 

Assistant: I was in a similar situation a short while back I can understand if you feel anxious and stressed.
Assistant: Was it due to the pandemic?
User: Yes it is. We haven't gotten the funding form the government and we are a small business. I am not sure how to tell my wife.
Assistant: ",So if I understand the anxiety of you losing your job is increased because you also have to give your wife the news?, I understand how you feel. I think it's important to tell her. I would be scared too.,0.0852,0.2286,[Restatement or Paraphrasing],[Affirmation and Reassurance],0
"Assistant: I was in a similar situation a short while back I can understand if you feel anxious and stressed.
Assistant: Was it due to the pandemic?
User: Yes it is. We haven't gotten the funding form the government and we are a small business. I am not sure how to tell my wife.
Assistant: So if I understand the anxiety of you losing your job is increased because you also have to give your wife the news?
User: Yes and I also have to find some place else to work at. 
Assistant: ",If where you live has some form of unemployment insurance it may be a good time to apply for it if your comfortable with that since you are aware your job is coming to an end, I can understand that it is a lot to take in.,0.0069,0.1395,[Providing Suggestions],[Affirmation and Reassurance],0
"User: Yes it is. We haven't gotten the funding form the government and we are a small business. I am not sure how to tell my wife.
Assistant: So if I understand the anxiety of you losing your job is increased because you also have to give your wife the news?
User: Yes and I also have to find some place else to work at. 
Assistant: If where you live has some form of unemployment insurance it may be a good time to apply for it if your comfortable with that since you are aware your job is coming to an end 
User: Not a bad idea. I will look into that for sure. I am not sure how long it will take to get it. I'm not to bad off because I do have savings but I am just worried that I will not be able to find any work around where I live and I don't want to move.
Assistant: ",It's completly understandable that telling your wife is additionally difficult since it's life effecting news and you are probably worried about the effect the news will have on your wife, That sounds like a reasonable amount of time. Have you ever thought about just working for a small company that does not pay very much? I mean it's not great but it's not a bad job,0.0178,0.0702,[Reflection of feelings],[Affirmation and Reassurance],0
"User: Yes and I also have to find some place else to work at. 
Assistant: If where you live has some form of unemployment insurance it may be a good time to apply for it if your comfortable with that since you are aware your job is coming to an end 
User: Not a bad idea. I will look into that for sure. I am not sure how long it will take to get it. I'm not to bad off because I do have savings but I am just worried that I will not be able to find any work around where I live and I don't want to move.
Assistant: It's completly understandable that telling your wife is additionally difficult since it's life effecting news and you are probably worried about the effect the news will have on your wife

User: Yes for sure. She has her job so it just would feel weird for me to be at home while she works. 

Assistant: ",In my case I am still currently in school and lack credentials but I've managed to find some online work that is getting me by," I'm sorry to hear that. I am in a similar situation right now as well. I'm not in a bad spot financially but I am in a very similar position to you right now
",0.0668,0.2083,[Self-disclosure],[Self-disclosure],1
"User: Not a bad idea. I will look into that for sure. I am not sure how long it will take to get it. I'm not to bad off because I do have savings but I am just worried that I will not be able to find any work around where I live and I don't want to move.
Assistant: It's completly understandable that telling your wife is additionally difficult since it's life effecting news and you are probably worried about the effect the news will have on your wife

User: Yes for sure. She has her job so it just would feel weird for me to be at home while she works. 

Assistant: In my case I am still currently in school and lack credentials but I've managed to find some online work that is getting me by
User: I never have thought about online work. That might be a good idea.
Assistant: ",You may want to budget relevant areas of yur spending ahead of time so your savings will go longer but Isuggest not to the point that it effects your mental well being, It's a great idea to look into it. I have also been looking into online work myself.,0.0079,0.0889,[Providing Suggestions],[Providing Suggestions],1
"Assistant: It's completly understandable that telling your wife is additionally difficult since it's life effecting news and you are probably worried about the effect the news will have on your wife

User: Yes for sure. She has her job so it just would feel weird for me to be at home while she works. 

Assistant: In my case I am still currently in school and lack credentials but I've managed to find some online work that is getting me by
User: I never have thought about online work. That might be a good idea.
Assistant: You may want to budget relevant areas of yur spending ahead of time so your savings will go longer but Isuggest not to the point that it effects your mental well being

Assistant: ",Also if your on good terms maybe get references, It's great to have a plan for the future but it's important to make sure you still have some fun and things you want to do to keep your mind off of the worries that are running through your head right now,0.0076,0.0455,[Providing Suggestions],[Providing Suggestions],1
"Assistant: In my case I am still currently in school and lack credentials but I've managed to find some online work that is getting me by
User: I never have thought about online work. That might be a good idea.
Assistant: You may want to budget relevant areas of yur spending ahead of time so your savings will go longer but Isuggest not to the point that it effects your mental well being

Assistant: Also if your on good terms maybe get references

User: That is a great idea. I am sure I can get references. My boss loves me.  He said he is looking to help me any way he can.

Assistant: ",I don't drive so my options were limited to avoid riding the bus I do recommend getting out of you living space other ways if you work online but its all right, It's important to recognize that your success and happiness is the most important thing and to not let things get in the way of that,0.0169,0.12,[Self-disclosure],[Providing Suggestions],0
"User: I never have thought about online work. That might be a good idea.
Assistant: You may want to budget relevant areas of yur spending ahead of time so your savings will go longer but Isuggest not to the point that it effects your mental well being

Assistant: Also if your on good terms maybe get references

User: That is a great idea. I am sure I can get references. My boss loves me.  He said he is looking to help me any way he can.

Assistant: I don't drive so my options were limited to avoid riding the bus I do recommend getting out of you living space other ways if you work online but its all right
Assistant: ",I think with that kind of connection with your boss especially with your job loss being circumstantial you should have a really good starting point, I'm glad to hear that you have a good boss.,0.0526,0.3125,[Affirmation and Reassurance],[Others],0
"User: That is a great idea. I am sure I can get references. My boss loves me.  He said he is looking to help me any way he can.

Assistant: I don't drive so my options were limited to avoid riding the bus I do recommend getting out of you living space other ways if you work online but its all right
Assistant: I think with that kind of connection with your boss especially with your job loss being circumstantial you should have a really good starting point

User: I am going to look online for sure. I would like to work form home.
User: I am sure with my IT degree I can find some online jobs.

Assistant: ",It does have benefits you save money on transportation costs for example :), You are so welcome I am glad I was able to be helpful,0,0.0,[Others],[Affirmation and Reassurance],0
"Assistant: I don't drive so my options were limited to avoid riding the bus I do recommend getting out of you living space other ways if you work online but its all right
Assistant: I think with that kind of connection with your boss especially with your job loss being circumstantial you should have a really good starting point

User: I am going to look online for sure. I would like to work form home.
User: I am sure with my IT degree I can find some online jobs.

Assistant: It does have benefits you save money on transportation costs for example :)

Assistant: ",That is actually along the lines of what I'm doing on the low end of the totem pole Not the high paying jobs but the basic and intermediate seems to be a fair bit available," I am not sure what your degree is in but if it is in IT you should be able to get some online jobs
",0.0208,0.1154,[Information],[Providing Suggestions],0
"Assistant: I think with that kind of connection with your boss especially with your job loss being circumstantial you should have a really good starting point

User: I am going to look online for sure. I would like to work form home.
User: I am sure with my IT degree I can find some online jobs.

Assistant: It does have benefits you save money on transportation costs for example :)

Assistant: That is actually along the lines of what I'm doing on the low end of the totem pole Not the high paying jobs but the basic and intermediate seems to be a fair bit available

Assistant: ",I don't male much but Ihave flexible hours and still finishing my degree," I would start with looking for jobs online as a first step and then see if you can get a job in-person
",0.0208,0.1176,[Self-disclosure],[Providing Suggestions],0
"User: I am going to look online for sure. I would like to work form home.
User: I am sure with my IT degree I can find some online jobs.

Assistant: It does have benefits you save money on transportation costs for example :)

Assistant: That is actually along the lines of what I'm doing on the low end of the totem pole Not the high paying jobs but the basic and intermediate seems to be a fair bit available

Assistant: I don't male much but Ihave flexible hours and still finishing my degree

Assistant: ",How are you currently feeling about your situation with a little bit of a plan in place?, Do you think you are interested in an online job?,0.0287,0.16,[Question],[Question],1
"Assistant: That is actually along the lines of what I'm doing on the low end of the totem pole Not the high paying jobs but the basic and intermediate seems to be a fair bit available

Assistant: I don't male much but Ihave flexible hours and still finishing my degree

Assistant: How are you currently feeling about your situation with a little bit of a plan in place?
User: that's awesome. I'm feeling a little better. Just so much to do now but at least I have an idea of what to do.
User: I feel like with this plan my wife will not be so worried. 
Assistant: ",Maybe if you get your basic ideas together where your satisfied with it it will ease some of the difficulty of talking to your wife., You sound like a very strong person to have a plan in place. ,0.0101,0.0588,[Providing Suggestions],[Others],0
"Assistant: I don't male much but Ihave flexible hours and still finishing my degree

Assistant: How are you currently feeling about your situation with a little bit of a plan in place?
User: that's awesome. I'm feeling a little better. Just so much to do now but at least I have an idea of what to do.
User: I feel like with this plan my wife will not be so worried. 
Assistant: Maybe if you get your basic ideas together where your satisfied with it it will ease some of the difficulty of talking to your wife.
Assistant: ",I apologise we had the same idea, I would suggest trying to make a plan and then get started with it.,0.0234,0.0952,[Others],[Providing Suggestions],0
"User: I feel like with this plan my wife will not be so worried. 
Assistant: Maybe if you get your basic ideas together where your satisfied with it it will ease some of the difficulty of talking to your wife.
Assistant: I apologise we had the same idea

User: Yes. i plan on doing that this afternoon. Thank you so much. I am feeling way more at ease. 
User: I hope you have a wonderful day.

Assistant: ",I hope your day goes great as well, I am happy to help. I hope you feel better.,0.1491,0.2353,[Others],[Others],1
"User: Hello

Assistant: ",Good evening ! How are you on this cold fall night, hello. How are you?,0.0709,0.2667,[Question],[Question],1
"User: Hello

Assistant: Good evening ! How are you on this cold fall night

User: Not too good. I am owed a lot of money by my friends but they aren't paying me back blaming covid.
Assistant: ",I can understand how stressful this could be for you! I would feel taken advantage of too," I understand that you are having a hard time due to the covid.
",0.0263,0.1333,[Restatement or Paraphrasing],[Restatement or Paraphrasing],1
"User: Hello

Assistant: Good evening ! How are you on this cold fall night

User: Not too good. I am owed a lot of money by my friends but they aren't paying me back blaming covid.
Assistant: I can understand how stressful this could be for you! I would feel taken advantage of too 
Assistant: ",Have you asked them when they thought they could pay you, Do you feel that your friends are not trying to be honest with you?,0.0234,0.087,[Question],[Question],1
"User: Hello

Assistant: Good evening ! How are you on this cold fall night

User: Not too good. I am owed a lot of money by my friends but they aren't paying me back blaming covid.
Assistant: I can understand how stressful this could be for you! I would feel taken advantage of too 
Assistant: Have you asked them when they thought they could pay you

Assistant: ",Have you asked them when they thought they could pay you," Have you asked them when they thought they could pay you
",1.0,1.0,[Question],[Providing Suggestions],0
"Assistant: Good evening ! How are you on this cold fall night

User: Not too good. I am owed a lot of money by my friends but they aren't paying me back blaming covid.
Assistant: I can understand how stressful this could be for you! I would feel taken advantage of too 
Assistant: Have you asked them when they thought they could pay you

Assistant: Have you asked them when they thought they could pay you

Assistant: ",sorry I am not sure why it typed twice, I am not sure if you can press the quit button on your end? I am having some issues with it,0.189,0.3571,[Others],[Providing Suggestions],0
"User: Not too good. I am owed a lot of money by my friends but they aren't paying me back blaming covid.
Assistant: I can understand how stressful this could be for you! I would feel taken advantage of too 
Assistant: Have you asked them when they thought they could pay you

Assistant: Have you asked them when they thought they could pay you

Assistant: sorry I am not sure why it typed twice

Assistant: ",Have your friends ever borrowed money before?, Have you asked them when they thought they could pay you,0.0302,0.125,[Question],[Providing Suggestions],0
"Assistant: Have you asked them when they thought they could pay you

Assistant: Have you asked them when they thought they could pay you

Assistant: sorry I am not sure why it typed twice

Assistant: Have your friends ever borrowed money before?

User: Yes, as recently as yesterday, but they keep delaying. And as though rubbing salt to wound, I can see them spending on personal goods instead of returning the money to me.
Assistant: ",I would be furious too!," I would suggest you talk to them about this, and see what they think
",0.1048,0.2105,[Reflection of feelings],[Providing Suggestions],0
"Assistant: Have your friends ever borrowed money before?

User: Yes, as recently as yesterday, but they keep delaying. And as though rubbing salt to wound, I can see them spending on personal goods instead of returning the money to me.
Assistant: I would be furious too! 
User: I am not sure if they have borrowed before, but sure as hell, they have not returning any loan I can tell.

User: *they are not

Assistant: ",I just meant if they had borrowed in past and returned it than maybe they were telling the truth but since you saw them blowing money that s rightfully yours is a problem, How old are you?,0,0.0,[Affirmation and Reassurance],[Question],0
"User: Yes, as recently as yesterday, but they keep delaying. And as though rubbing salt to wound, I can see them spending on personal goods instead of returning the money to me.
Assistant: I would be furious too! 
User: I am not sure if they have borrowed before, but sure as hell, they have not returning any loan I can tell.

User: *they are not

Assistant: I just meant if they had borrowed in past and returned it than maybe they were telling the truth but since you saw them blowing money that s rightfully yours is a problem
Assistant: ",Can you talk to a mutual friend of both of you or if you are close maybe their family ?, If you were to do a loan in past then you should not have a problem with that.,0.0324,0.1818,[Providing Suggestions],[Providing Suggestions],1
"User: *they are not

Assistant: I just meant if they had borrowed in past and returned it than maybe they were telling the truth but since you saw them blowing money that s rightfully yours is a problem
Assistant: Can you talk to a mutual friend of both of you or if you are close maybe their family ?
User: Absolutely. This has put me in a tight spot financially

User: I can try talking to their family but I am afraid I am not that close to their family

Assistant: ",I understand and have been in your shoes and its NO FUN and they don't get to borrow ever again., Maybe you can ask them to give you a little time to catch up with them,0.0159,0.0645,[Self-disclosure],[Providing Suggestions],0
"Assistant: I just meant if they had borrowed in past and returned it than maybe they were telling the truth but since you saw them blowing money that s rightfully yours is a problem
Assistant: Can you talk to a mutual friend of both of you or if you are close maybe their family ?
User: Absolutely. This has put me in a tight spot financially

User: I can try talking to their family but I am afraid I am not that close to their family

Assistant: I understand and have been in your shoes and its NO FUN and they don't get to borrow ever again.  
Assistant: ",Have you explained just how much of an issue it is to them and flat out tell them you saw them spending money on junk etc when they could have given to you . Something is better than nothing . Maybe work out a plan of 50 a week if they work?, I would definitely talk to them and ask if they would be willing to give you a loan to help you out ,0.0652,0.2069,[Providing Suggestions],[Providing Suggestions],1
"User: Absolutely. This has put me in a tight spot financially

User: I can try talking to their family but I am afraid I am not that close to their family

Assistant: I understand and have been in your shoes and its NO FUN and they don't get to borrow ever again.  
Assistant: Have you explained just how much of an issue it is to them and flat out tell them you saw them spending money on junk etc when they could have given to you . Something is better than nothing . Maybe work out a plan of 50 a week if they work?
User: May be I can try that, $50 a week or asking them to pay in instalments sounds like a good idea. Problem is I loaned hard cash and I need as cash, not digital transfers
 
Assistant: ",And depending on how much of a  friend they are you need to see if this is worth losing friendship over. I mean if you are great friends I d lay low and never let them borrow again. IF you only knew them a short while and felt sorry for them and lent them money than I D talk to parents or someone," I understand that, I was in a similar position and I had to make a plan with my boss to take out a loan and pay it back.  Then after I paid it back I told my boss I was going to loan him some money, I told him to come to my house and I gave him a large amount of cash and he was so grateful. ",0.0155,0.0879,[Providing Suggestions],[Providing Suggestions],1
"Assistant: I understand and have been in your shoes and its NO FUN and they don't get to borrow ever again.  
Assistant: Have you explained just how much of an issue it is to them and flat out tell them you saw them spending money on junk etc when they could have given to you . Something is better than nothing . Maybe work out a plan of 50 a week if they work?
User: May be I can try that, $50 a week or asking them to pay in instalments sounds like a good idea. Problem is I loaned hard cash and I need as cash, not digital transfers
 
Assistant: And depending on how much of a  friend they are you need to see if this is worth losing friendship over. I mean if you are great friends I d lay low and never let them borrow again. IF you only knew them a short while and felt sorry for them and lent them money than I D talk to parents or someone

User: I don't want to lose my friends, because they are the only people that helped me when I shifted to this city. But I don't like them taking undue advantage of me either.

Assistant: ",Id be like I helped you when you needed xxx to do get buyxxx . Now its becoming an issue and I can't pay my bills.  I wanted to help you now can you please give me cash of xxx for xxx starting next friday., I understand.  Have you talked to them about the problem and they still refuse to do anything? ,0.0286,0.1923,[Providing Suggestions],[Question],0
"Assistant: Have you explained just how much of an issue it is to them and flat out tell them you saw them spending money on junk etc when they could have given to you . Something is better than nothing . Maybe work out a plan of 50 a week if they work?
User: May be I can try that, $50 a week or asking them to pay in instalments sounds like a good idea. Problem is I loaned hard cash and I need as cash, not digital transfers
 
Assistant: And depending on how much of a  friend they are you need to see if this is worth losing friendship over. I mean if you are great friends I d lay low and never let them borrow again. IF you only knew them a short while and felt sorry for them and lent them money than I D talk to parents or someone

User: I don't want to lose my friends, because they are the only people that helped me when I shifted to this city. But I don't like them taking undue advantage of me either.

Assistant: Id be like I helped you when you needed xxx to do get buyxxx . Now its becoming an issue and I can't pay my bills.  I wanted to help you now can you please give me cash of xxx for xxx starting next friday. 
Assistant: ",Yes friends are hard to come by and you certainly don't need anyone to ever take advantage of you.   But the other side is do you want this person to be your friend if you can't trust them and they are showing you no disrespect or attempt to pay you back?, If you don't give me the money I can't pay my bills and I have to get a job or give you back the money I loaned you.,0.016,0.1613,[Affirmation and Reassurance],[Others],0
"Assistant: And depending on how much of a  friend they are you need to see if this is worth losing friendship over. I mean if you are great friends I d lay low and never let them borrow again. IF you only knew them a short while and felt sorry for them and lent them money than I D talk to parents or someone

User: I don't want to lose my friends, because they are the only people that helped me when I shifted to this city. But I don't like them taking undue advantage of me either.

Assistant: Id be like I helped you when you needed xxx to do get buyxxx . Now its becoming an issue and I can't pay my bills.  I wanted to help you now can you please give me cash of xxx for xxx starting next friday. 
Assistant: Yes friends are hard to come by and you certainly don't need anyone to ever take advantage of you.   But the other side is do you want this person to be your friend if you can't trust them and they are showing you no disrespect or attempt to pay you back?

User: It's a good plan. Due to lockdown restrictions, I am unable to travel places. May be if I show up at their doors, they'll pay me back. I am gonna see if talking to them and asking for small payments works first

Assistant: ",Awesome!  Good luck! If that doesn't work we can chat again and try something else. Keep safe and Keep the faith .  Personally I would recommend praying if you believe as I do!!!, You are going to be a great person. You can't lose friends because you are a good person. ,0.0079,0.0455,[Self-disclosure],[Affirmation and Reassurance],0
"Assistant: Id be like I helped you when you needed xxx to do get buyxxx . Now its becoming an issue and I can't pay my bills.  I wanted to help you now can you please give me cash of xxx for xxx starting next friday. 
Assistant: Yes friends are hard to come by and you certainly don't need anyone to ever take advantage of you.   But the other side is do you want this person to be your friend if you can't trust them and they are showing you no disrespect or attempt to pay you back?

User: It's a good plan. Due to lockdown restrictions, I am unable to travel places. May be if I show up at their doors, they'll pay me back. I am gonna see if talking to them and asking for small payments works first

Assistant: Awesome!  Good luck! If that doesn't work we can chat again and try something else. Keep safe and Keep the faith .  Personally I would recommend praying if you believe as I do!!!
User: Yes, I do pray and it has worked in the past. Let me try to stay calm and follow your ideas. Thanks!

Assistant: ",Ok . Good luck, I am so glad to hear that and I know you will make it to the end.  You are so welcome and I am glad to help.  I hope you have a great rest of your week.  Good luck and stay safe.,0.0341,0.1176,[Others],[Others],1
Assistant: ,Hi there!! How can I help today?," Hi there, how are you doing?",0.0489,0.1538,[Others],[Question],0
"Assistant: Hi there!! How can I help today?

User: hey too. Have got a mental problem need your support if you don`t mind
Assistant: ","Of course, would be glad to support"," I'm here to listen, so I'm glad you feel comfortable enough to talk. What's the problem?",0.0289,0.1905,[Others],[Question],0
"Assistant: Hi there!! How can I help today?

User: hey too. Have got a mental problem need your support if you don`t mind
Assistant: Of course, would be glad to support
Assistant: ",What's on your mind?, What is the problem?,0,0.0,[Question],[Question],1
"Assistant: Hi there!! How can I help today?

User: hey too. Have got a mental problem need your support if you don`t mind
Assistant: Of course, would be glad to support
Assistant: What's on your mind?
User: Well, i was laid off from work during the Covid-19 period mid-last year (June) at a time when i was financially down. this was the start of my woes. Really need support since i have had rough time recollecting myself
Assistant: ","I see, so sorry to hear that... How are you feeling due to that?"," I see, so you lost your job during Covid and that is causing you financial trouble. Correct me if I'm wrong.",0.138,0.303,[Question],[Restatement or Paraphrasing],0
"Assistant: Of course, would be glad to support
Assistant: What's on your mind?
User: Well, i was laid off from work during the Covid-19 period mid-last year (June) at a time when i was financially down. this was the start of my woes. Really need support since i have had rough time recollecting myself
Assistant: I see, so sorry to hear that... How are you feeling due to that?
User: I feel so anxious since i am not able to  meet most of my family needs as i used to before covid
Assistant: ","Ah I understand, is there any temporary financial support available for you and your family?"," I understand, that's why I'm here, to support you",0.121,0.3333,[Question],[Restatement or Paraphrasing],0
"Assistant: What's on your mind?
User: Well, i was laid off from work during the Covid-19 period mid-last year (June) at a time when i was financially down. this was the start of my woes. Really need support since i have had rough time recollecting myself
Assistant: I see, so sorry to hear that... How are you feeling due to that?
User: I feel so anxious since i am not able to  meet most of my family needs as i used to before covid
Assistant: Ah I understand, is there any temporary financial support available for you and your family?
Assistant: ","If I may suggest this, you can look into programs that help re-employ or support laid off workers in your country.", Have you looked into any government assistance?,0.0093,0.1429,[Providing Suggestions],[Question],0
"User: I feel so anxious since i am not able to  meet most of my family needs as i used to before covid
Assistant: Ah I understand, is there any temporary financial support available for you and your family?
Assistant: If I may suggest this, you can look into programs that help re-employ or support laid off workers in your country.
User: Currently i have no support apart from the meagre earnings of my wife
User: I have looked into it, applied but have not been fortunate to get one yet
Assistant: ","I completely understand, I would also feel anxious if I were in this situation. It's an honorable thing that you've taken the initiative and are working hard to support your family.", Have you considered moving back to your home country?,0.0046,0.1053,[Affirmation and Reassurance],[Providing Suggestions],0
"Assistant: If I may suggest this, you can look into programs that help re-employ or support laid off workers in your country.
User: Currently i have no support apart from the meagre earnings of my wife
User: I have looked into it, applied but have not been fortunate to get one yet
Assistant: I completely understand, I would also feel anxious if I were in this situation. It's an honorable thing that you've taken the initiative and are working hard to support your family.
User: Sure. I really need your support on how to manage the anxiety because despite constant reassurance from my wife, i still feel i am letting down my family as a man 
Assistant: ","If it makes you feel any better, there are a bunch of workshops that offer support, what little it may be. I'm not sure what country you are in, but I've seen some small organizations that give away grocery vouchers for those in need. Perhaps you could narrow your search to find those as well, if you haven't already", Do you have any close friends or family that you could talk to?,0.0052,0.0952,[Providing Suggestions],[Question],0
"User: Currently i have no support apart from the meagre earnings of my wife
User: I have looked into it, applied but have not been fortunate to get one yet
Assistant: I completely understand, I would also feel anxious if I were in this situation. It's an honorable thing that you've taken the initiative and are working hard to support your family.
User: Sure. I really need your support on how to manage the anxiety because despite constant reassurance from my wife, i still feel i am letting down my family as a man 
Assistant: If it makes you feel any better, there are a bunch of workshops that offer support, what little it may be. I'm not sure what country you are in, but I've seen some small organizations that give away grocery vouchers for those in need. Perhaps you could narrow your search to find those as well, if you haven't already
Assistant: ","Alright, you might want to start by taking deep breaths, and remember that this will not be the end of it all", I think you're a great man. You are handling this with a lot of strength. You should feel good about yourself.,0.0208,0.0976,[Providing Suggestions],[Affirmation and Reassurance],0
"User: I have looked into it, applied but have not been fortunate to get one yet
Assistant: I completely understand, I would also feel anxious if I were in this situation. It's an honorable thing that you've taken the initiative and are working hard to support your family.
User: Sure. I really need your support on how to manage the anxiety because despite constant reassurance from my wife, i still feel i am letting down my family as a man 
Assistant: If it makes you feel any better, there are a bunch of workshops that offer support, what little it may be. I'm not sure what country you are in, but I've seen some small organizations that give away grocery vouchers for those in need. Perhaps you could narrow your search to find those as well, if you haven't already
Assistant: Alright, you might want to start by taking deep breaths, and remember that this will not be the end of it all
Assistant: ","Your wife's reassurance is very valid, and I'm sure she doesn't blame you."," Take care of yourself and your family, and if you feel like you need to, I'm here to talk to you",0.0218,0.2,[Affirmation and Reassurance],[Others],0
"Assistant: I completely understand, I would also feel anxious if I were in this situation. It's an honorable thing that you've taken the initiative and are working hard to support your family.
User: Sure. I really need your support on how to manage the anxiety because despite constant reassurance from my wife, i still feel i am letting down my family as a man 
Assistant: If it makes you feel any better, there are a bunch of workshops that offer support, what little it may be. I'm not sure what country you are in, but I've seen some small organizations that give away grocery vouchers for those in need. Perhaps you could narrow your search to find those as well, if you haven't already
Assistant: Alright, you might want to start by taking deep breaths, and remember that this will not be the end of it all
Assistant: Your wife's reassurance is very valid, and I'm sure she doesn't blame you. 
Assistant: ","Getting laid off is no fault of your own, and at the least, your wife is still working, so you have a bit of time until things start to spiral"," It's okay to feel this way, and I know you can get through it.",0.0129,0.0976,[Reflection of feelings],[Providing Suggestions],0
"Assistant: Alright, you might want to start by taking deep breaths, and remember that this will not be the end of it all
Assistant: Your wife's reassurance is very valid, and I'm sure she doesn't blame you. 
Assistant: Getting laid off is no fault of your own, and at the least, your wife is still working, so you have a bit of time until things start to spiral
User: Wow, that is awesome. You mean deep breaths do help?

User: How often do i need the breaths?

Assistant: ","Of course, breathing is the body's most calming function, you dont need a set amount of breaths, but take the time to be aware of the action and the stillness around you", It's good to remember to take deep breaths when you feel anxious. ,0.009,0.1026,[Information],[Providing Suggestions],0
"Assistant: Your wife's reassurance is very valid, and I'm sure she doesn't blame you. 
Assistant: Getting laid off is no fault of your own, and at the least, your wife is still working, so you have a bit of time until things start to spiral
User: Wow, that is awesome. You mean deep breaths do help?

User: How often do i need the breaths?

Assistant: Of course, breathing is the body's most calming function, you dont need a set amount of breaths, but take the time to be aware of the action and the stillness around you

Assistant: ",It would help more than you think it will," Sometimes, just taking deep breaths can be a great start to the day.",0,0.0,[Information],[Providing Suggestions],0
"Assistant: Getting laid off is no fault of your own, and at the least, your wife is still working, so you have a bit of time until things start to spiral
User: Wow, that is awesome. You mean deep breaths do help?

User: How often do i need the breaths?

Assistant: Of course, breathing is the body's most calming function, you dont need a set amount of breaths, but take the time to be aware of the action and the stillness around you

Assistant: It would help more than you think it will
Assistant: ","In this time that you have, I think it would be nice to take the time you have with your family and enjoy it"," The deeper you go, the more still you feel",0.0122,0.1379,[Providing Suggestions],[Information],0
"Assistant: It would help more than you think it will
Assistant: In this time that you have, I think it would be nice to take the time you have with your family and enjoy it
User: I actually feel the support from my wife for which i am grateful but then my children are young to understand it all. I used to do a lot for them and constantly tell me to do the same but am unable cause it needs money

User: It is quite unfortunate that in my family we are used to finding joy as a family outside the home setting which requires spending and this we are not able to meet it often times as we have had to reduce spending

User: Apart from deep breaths, what other ways can i use to manage my anxiety?

Assistant: ","Spending time actively playing with your kids would help, along with morning exercise (but nothing too strenuous) if you choose to do so", Do you have any hobbies that you enjoy?,0.0065,0.069,[Providing Suggestions],[Providing Suggestions],1
"Assistant: In this time that you have, I think it would be nice to take the time you have with your family and enjoy it
User: I actually feel the support from my wife for which i am grateful but then my children are young to understand it all. I used to do a lot for them and constantly tell me to do the same but am unable cause it needs money

User: It is quite unfortunate that in my family we are used to finding joy as a family outside the home setting which requires spending and this we are not able to meet it often times as we have had to reduce spending

User: Apart from deep breaths, what other ways can i use to manage my anxiety?

Assistant: Spending time actively playing with your kids would help, along with morning exercise (but nothing too strenuous) if you choose to do so
Assistant: ","if you enjoy reading, I suggest taking the time to find a book that you used to enjoy and give it another read", I think you could look into trying meditation or deep breathing exercises as a tool to help manage your anxiety,0.0279,0.15,[Providing Suggestions],[Providing Suggestions],1
